Country,City,PM2.5,PM10,NO2,SO2,CO,O3,AQI,Temperature,Humidity,WindSpeed,Date,Station_ID,Status
France,Hanoi,33.75,177.25,173.98,27.87,9.42,103.72,5,34.4,38,13.86,7/14/2024,4532,Good
Vietnam,999,190.76,281.5,error,114.44,3.42,42.87,219,-9.8,83,9.34,07-03-23,8856,123
Vietnam,Paris,275.92,352.49,194.2,63.56,0.35,73.29,239,0.2,17,fast,1/26/2025,9364,Unhealthy
Vietnam,Paris,253.68,17,37.92,127,17.73,80.35,272,25.3,70,16.49,8/24/2023,9695,Unhealthy
China,Hanoi,196.47,186.35,85.43,133.27,16.9,82.4,106,-8.5,7,16.3,8/21/2023,ID_err,Moderate
USA,Beijing,186.03,273.58,44.75,54.43,10.29,101.95,259,17.9,81,15.33,9/25/2025,7345,Moderate
,Paris,high,unknown,192.31,120.81,19.92,61.1,354,-0.7,25,17.99,08-08-23,4703,Moderate
France,Paris,93.98,25.71,21.47,18.31,11.24,73.52,17,-1.7,87,9.72,10-07-24,1542,Unhealthy
Vietnam,Hanoi,277.26,unknown,33.27,96.52,19.69,183.95,370,14.4,49,8.98,10-10-24,6735,Good
India,Delhi,251.8,67.86,55.11,88.34,11.52,bad,235,44.4,wet,19.71,11/27/2025,8439,Moderate
India,Hanoi,94.41,293.96,22.14,52.6,19.16,90.6,329,32.8,32,13.96,6/21/2023,ID_err,Good
USA,Hanoi,high,91.18,91.21,90.17,3.76,174.89,318,37.3,94,5.62,8/23/2023,5185,Moderate
India,999,258.38,123.33,171.4,128.39,10.72,172.44,372,25.4,96,13.77,3/31/2025,4374,Unhealthy
China,Paris,56.74,146.38,146.87,low,17.38,20.55,434,-8.5,56,12.95,4/15/2023,3205,Good
123,Delhi,5.04,59.83,102.8,118.03,18.27,bad,3,0.2,48,8,11/22/2023,4460,Good
123,HCM,296.95,93.55,8.74,76.94,3.67,187.17,130,10.3,19,18.09,05-08-25,7018,Good
Vietnam,Beijing,208.35,350.17,6,low,19.16,100.41,45,hot,77,15.11,12/20/2023,2110,123
China,Hanoi,191.6,110.02,75.73,147.87,7.1,140.08,344,11.2,68,0.11,7/14/2023,4914,Good
China,Paris,60.81,248.31,94.23,low,19.59,49.64,9,-2.2,4,4.71,5/18/2025,2896,Unhealthy
123,HCM,80.68,36.39,171.73,119.35,17.03,180.25,383,4.4,90,16.97,02-09-24,9703,Unhealthy
France,HCM,140.16,284.61,174.5,81.4,NaN,159.03,483,34.4,54,16.22,11/19/2025,1690,Unhealthy
USA,Delhi,80.74,33.08,167.06,3.52,4.89,168.19,24,8.9,76,17.1,9/15/2025,2104,Unhealthy
France,HCM,299.59,204.8,145.4,41.34,10.87,193.74,invalid,-5.1,68,17.34,09-11-24,6545,123
USA,,108.64,351.79,143.58,108.62,18.09,227.52,151,hot,43,15.93,12-03-23,6677,Good
Vietnam,Paris,175.39,182.39,193.5,38.89,NaN,78.12,21,21.7,21,13.89,07-12-24,4264,Unhealthy
,Hanoi,124.07,224.31,147.6,143.55,13.39,208.16,125,34.6,53,11.61,11/22/2025,2924,Unhealthy
USA,Delhi,141.66,374.38,97.76,80.59,NaN,90.18,357,-4.3,49,12.02,06-12-23,ID_err,Good
France,Delhi,high,69.31,110.56,47.3,NaN,59.24,203,14,66,13.32,11/23/2024,8020,Good
China,Delhi,99.92,312.79,198.22,low,3.35,91.13,206,6.5,17,7.35,04-09-24,8725,Moderate
India,Hanoi,284.25,297.7,189.42,8.88,14.68,44.77,153,-7.3,wet,1.1,8/21/2025,ID_err,Unhealthy
India,Delhi,123.37,38.59,158.25,133.85,11.06,224.08,182,2.4,85,9.63,03-09-24,5061,Unhealthy
France,HCM,289.33,228.11,19.39,53.42,0.67,85.47,143,35.4,35,13.5,9/17/2024,8599,Moderate
USA,Hanoi,230.36,325.89,126.5,62.79,2.31,21.15,173,hot,93,19.77,12-06-23,6949,Moderate
,Paris,287.14,112.31,76.14,low,16.61,221.88,342,0.1,39,15.81,05-07-24,6341,Moderate
China,999,285.78,237.82,129.8,146.89,2.69,159.21,289,9.4,98,8,02-05-25,5312,Good
France,Beijing,168.24,34.21,77.13,low,17.76,bad,500,16.1,79,19.76,04-03-25,7926,123
Vietnam,Paris,high,399.62,112.68,8.69,8.6,84.98,202,24.8,wet,6.24,8/30/2024,ID_err,Unhealthy
China,Hanoi,14.12,277.67,88.81,22.32,7.74,42.69,40,4.5,90,6.87,5/19/2025,7340,Unhealthy
USA,Delhi,148.46,161.47,145.8,146.54,14.68,166.94,invalid,2.2,91,16.82,9/25/2025,ID_err,Unhealthy
USA,HCM,19.26,unknown,48.03,71.13,4.5,37.56,483,3.4,53,15.24,11/25/2024,1125,Unhealthy
,Beijing,299.67,244.72,61.63,141.97,5.81,160.86,invalid,27.9,60,13.26,10/30/2025,9966,Moderate
USA,Hanoi,254.52,140.6,125.15,116.25,9.38,91.1,153,14.9,26,0.88,12-07-25,3904,Moderate
France,HCM,193.07,194.96,104.12,146.37,16.51,138.72,46,26.1,5,6.72,5/17/2023,7358,Unhealthy
,999,211.3,137.11,180.88,102.43,15.89,80.63,345,28,98,1.53,6/29/2024,7158,Unhealthy
India,HCM,188.02,146.49,190.42,46.83,15.23,183.43,408,17.1,wet,9.5,7/30/2024,8073,Good
USA,Delhi,282.3,91.75,110.48,97.06,3.17,194,42,35.8,wet,1.27,5/15/2023,8987,Unhealthy
,,15.85,382.09,97.13,124.35,9.77,18.48,345,-0.5,93,4.35,01-08-23,9063,Good
India,Hanoi,139.1,336.62,109.18,73.69,18.08,12.03,323,9.5,wet,7.47,05-05-23,2573,Moderate
Vietnam,Paris,high,21.11,185.41,98.1,1.65,209.59,314,33.8,91,12.13,01-02-24,1526,Unhealthy
France,999,high,25.1,62.47,102.13,3.75,bad,invalid,11,2,14.39,3/17/2024,3821,Unhealthy
USA,HCM,97.52,172.88,20.3,57.2,3.26,164.99,456,33.8,30,15,07-10-23,1333,Unhealthy
France,Hanoi,233.6,148.65,113.71,low,1.27,bad,74,-1,14,5.48,10-09-23,8620,Moderate
India,Hanoi,7.22,380.96,63.08,97.77,14.3,bad,350,14.8,29,17.58,08-03-23,4514,Unhealthy
USA,Hanoi,25.56,283.51,141.22,low,1.92,204.04,402,hot,35,18.54,4/22/2024,7572,Moderate
,999,108.76,180.52,149.3,81,7.07,77.01,208,22.5,32,13.59,3/14/2024,2916,Good
India,Paris,127.29,41.32,error,51.8,14.56,84.76,352,36.3,94,5.21,06-04-24,ID_err,Good
USA,,251.41,345.04,37.29,low,16.09,167.12,71,-3.7,31,18.06,11/22/2024,5996,123
France,,166.62,unknown,116.42,72.81,9.07,109.43,442,21.6,31,4.26,10-11-24,3885,Good
France,Beijing,64.28,141.64,196.83,low,18.19,86.04,177,21.3,31,18.22,2/18/2025,1248,Good
Vietnam,Hanoi,158.81,225.09,163.14,97.98,12.18,139.3,288,19.1,43,fast,3/30/2023,1586,Moderate
India,Beijing,284.42,121.29,57.47,66.44,19.4,84.5,410,31.6,14,8.24,4/29/2023,5537,Moderate
China,Paris,114.01,120.27,122.23,73.07,18.9,bad,166,-5.1,wet,7.88,3/23/2025,7600,Unhealthy
China,Delhi,225.1,280.32,150.75,low,17.79,63.4,invalid,29.6,29,6.92,4/17/2023,2185,Unhealthy
USA,Hanoi,high,312.25,17.19,95.57,9.77,bad,invalid,40.8,62,18.48,3/15/2024,6729,Unhealthy
,Hanoi,279.67,61.19,79.33,59.67,4.6,225.78,invalid,13.8,29,16.82,5/26/2025,4321,Good
123,HCM,105,183.1,99.06,3.88,3.75,51.13,invalid,4,1,2.09,10/14/2025,1189,Good
Vietnam,HCM,high,79.87,69.51,87.81,10.54,106.29,invalid,20.9,4,6.39,02-09-25,6421,Good
Vietnam,Delhi,159.44,261.4,139.2,80.87,1.22,198.03,24,15.2,25,5.56,05-05-24,3312,Good
China,Hanoi,257.89,64.81,138.37,70.22,18.17,175.68,484,34.2,89,3.71,2/17/2024,8169,Moderate
,Delhi,172.06,304.18,174.26,69.48,0.82,154.42,78,23.1,wet,6.85,7/22/2024,9971,Unhealthy
India,Paris,27.77,181.5,198.72,20.66,16.11,215.25,22,11.5,15,9.13,6/14/2023,3109,Good
China,Delhi,137.8,243.01,99.53,92.96,5.83,bad,163,22.4,wet,10.61,2/18/2024,8160,Unhealthy
China,Paris,121.2,167.81,118.27,26,10.61,32.46,146,hot,19,12.14,05-03-25,2299,Unhealthy
India,Beijing,58.82,13.2,191.38,143.16,17.64,bad,111,16.6,62,15.29,10-07-23,8743,Moderate
India,Paris,194.78,95.64,137.06,66.5,6.22,145.72,81,0.8,38,2.41,5/15/2024,8003,Moderate
France,HCM,83.28,37.61,21.53,low,16.5,190.72,4,29.6,23,17.38,6/17/2025,6658,Moderate
China,Beijing,14.89,311.52,152.88,42.64,0.88,116.91,246,44,80,fast,06-12-25,5994,Good
USA,Beijing,33.8,unknown,171.39,5.35,18.66,bad,211,-6.7,39,6.85,1/26/2024,1589,Good
China,Hanoi,54.24,109.07,129.68,97.11,16.15,bad,452,44.8,11,12.39,12-10-23,8383,Unhealthy
France,Beijing,34.7,55.42,11.36,low,6.32,166.38,417,-3.5,97,fast,06-01-23,ID_err,Unhealthy
Vietnam,Hanoi,229.1,256.93,error,120.12,12.3,59.04,235,39.1,19,8.25,5/24/2025,1398,Unhealthy
India,Hanoi,high,342.16,71.51,1.97,17.51,13.73,103,0.5,2,9.81,06-09-24,2861,Good
India,Beijing,192.01,unknown,65.04,10.12,10.93,31.33,225,-8.1,74,fast,10-04-23,8412,Moderate
123,Delhi,226.44,129.79,114.84,148.19,4.2,122.37,388,20.6,58,fast,10/22/2024,1798,Unhealthy
China,999,high,184.96,163.54,8.19,9.05,185.4,249,33.5,69,9.73,04-07-24,9938,Good
China,HCM,180.94,378.89,21.49,low,13.05,bad,invalid,33.6,33,fast,11/21/2023,2675,Good
Vietnam,Paris,279.65,165.98,87.53,75.45,0.31,164.84,110,33.7,99,16.71,11/15/2023,2016,Unhealthy
China,Delhi,68.94,271.12,47.31,13.83,10.2,47.08,237,31.8,98,14.72,6/23/2023,2273,Good
123,Delhi,63.75,142.54,75.39,107.3,11.99,105.37,304,12.9,22,fast,05-11-24,8252,Unhealthy
Vietnam,Hanoi,74.75,unknown,121.61,21.41,7.83,69.99,invalid,hot,55,13.63,1/27/2024,1336,Good
,Paris,249.27,253.12,140.88,120.61,17.99,230.88,164,28.2,wet,6.48,03-07-24,2624,Moderate
USA,Paris,148.12,107.56,74.09,48.21,11.86,142.12,261,5.1,8,7.43,02-02-23,8615,Moderate
Vietnam,HCM,130.19,36.92,error,105.48,17.67,168.51,316,33.9,79,0.35,08-04-23,8309,Unhealthy
France,Delhi,205.14,29.15,134.14,low,2.72,136.6,200,11.8,24,18.76,4/21/2023,1301,Good
USA,HCM,122.53,unknown,155.48,112.4,NaN,54.03,85,-9.5,85,9.34,01-07-24,9884,Moderate
France,Hanoi,147.81,391.51,112.62,low,6.18,89.46,268,2.6,17,0.3,1/24/2023,6177,Good
Vietnam,Delhi,226.02,160.68,38.85,49.53,6.16,219.25,247,31.6,63,10.47,3/17/2025,7459,Good
USA,999,174.25,unknown,176.53,89.79,NaN,117.86,388,hot,57,fast,11-11-23,4003,Good
France,Delhi,208.6,329.52,116.34,58.74,7.27,188.06,320,7.1,wet,8.04,10-03-23,1162,Unhealthy
India,Hanoi,279.89,237.73,error,141.53,17.5,21.04,51,14.4,4,8.43,5/29/2023,8239,Unhealthy
,Hanoi,171.12,201.87,54.47,83.59,12.15,165.62,279,24.9,100,8.32,3/24/2024,1059,Unhealthy
Vietnam,Hanoi,225.23,unknown,67.07,58.61,NaN,bad,110,38.6,78,4.63,4/30/2023,ID_err,Good
USA,Beijing,225.52,375.16,5,50.21,19.33,98.78,65,43.8,80,9.36,12/19/2025,5015,Good
China,HCM,137.04,283.36,185.89,51.66,8.7,61.33,464,hot,10,fast,4/14/2023,4007,Moderate
France,Paris,high,311.43,9.42,22.21,13.6,25.11,140,37,2,12.66,07-05-25,6587,123
Vietnam,Beijing,171.35,209.62,174.55,29.58,2.01,135.37,invalid,20.5,wet,16.46,2/19/2025,9722,Good
USA,HCM,high,unknown,74.9,117.27,NaN,241.48,225,44.2,wet,4.39,08-12-23,9684,Moderate
China,HCM,298.62,283.56,137.52,148.4,12.56,82.49,invalid,-3.9,41,13.23,11/25/2024,3373,Good
123,HCM,high,39.95,57.31,148.06,3.11,98.1,invalid,19.9,30,15.77,5/14/2023,1297,Moderate
Vietnam,Beijing,127.34,156.95,108.52,116.62,10.6,82.17,488,hot,47,10.79,9/26/2025,2764,Moderate
France,Paris,236.62,180.07,25.47,92.51,11.92,36.12,267,5.9,48,19.69,07-11-25,ID_err,Unhealthy
USA,Delhi,83.2,302.46,177.35,132.24,NaN,96.42,353,36.9,79,19.53,8/22/2023,5230,123
USA,HCM,106.09,369.6,142.45,136.38,0.8,184.79,293,28,41,3.22,3/29/2025,5889,Unhealthy
123,Paris,174.83,74.44,41.39,145.1,6.85,211.12,invalid,41,57,17.88,03-01-25,1818,Unhealthy
USA,Hanoi,240.5,222.95,49.58,112.6,16.83,30.96,invalid,44.8,67,fast,01-10-24,7482,Unhealthy
China,HCM,205.69,203.77,125.65,142.43,3.53,58.13,309,8.4,73,fast,12-01-23,5376,Moderate
123,Paris,242.42,unknown,58.95,low,4.19,38.28,210,hot,2,1.24,10/16/2025,9524,Unhealthy
USA,HCM,160.36,256.77,58.09,91.37,4.17,bad,425,14.8,19,19.89,8/14/2024,5825,123
China,Beijing,212.32,223.32,143.84,15.56,NaN,150.69,88,27.8,70,0.97,06-06-25,1673,Good
China,HCM,89.56,61.33,134,low,15.71,128.77,178,hot,25,6.73,3/27/2025,2015,Good
France,Delhi,287.12,254.72,error,71.09,14.9,60.95,14,32,37,17.05,1/13/2025,5219,Unhealthy
Vietnam,Paris,277.26,206.04,191.92,95.22,NaN,199.39,100,36.3,22,19.31,7/25/2024,2901,Moderate
India,Delhi,143.09,255.94,130.64,1.9,NaN,214.23,438,14.5,2,4.9,5/20/2024,8113,Moderate
USA,HCM,9.22,217.26,111.8,121.58,18.03,208.46,203,40.3,wet,fast,6/29/2023,6556,Unhealthy
India,Paris,19.64,344.82,190.03,31.86,6.48,100.47,133,8.5,wet,13.09,11-08-25,7859,Moderate
USA,,155.08,14.69,125.95,5.88,15.06,193.46,215,23.2,23,11.34,11/22/2024,7798,Good
India,999,5.32,261.43,144.92,141.88,2.92,228.23,146,9.6,28,14.04,6/14/2024,6083,Good
,HCM,75.17,397.45,11.89,88.05,2.77,173.99,374,19.7,85,17.54,09-03-23,2282,Unhealthy
China,HCM,high,387.06,error,77.56,7.98,175.53,invalid,25.8,61,fast,12/21/2025,3203,Moderate
Vietnam,Hanoi,202.23,140.09,108.7,40.4,13.29,234.25,339,29,12,3.92,2/13/2023,9531,Moderate
USA,HCM,211.38,172.68,error,132.14,15.98,133.3,96,11.6,16,fast,06-04-24,1404,Good
France,Hanoi,139.16,289.4,139.3,102.13,8.81,130.38,15,1.8,8,13.46,1/22/2025,2539,Moderate
India,Paris,68.65,274.18,error,17.85,19.4,40.75,208,2.8,53,11.1,11/26/2025,6419,Good
France,999,207.28,247.65,51.73,110.02,6.55,bad,invalid,2.7,2,10.06,4/22/2023,2906,Good
Vietnam,999,174.52,230.55,197.22,low,1.24,135.31,354,hot,19,4.32,05-07-24,3050,Moderate
India,,8.08,273.38,70.68,31.27,16.15,47.31,432,14.9,76,13.61,11/14/2024,2240,Good
USA,Hanoi,118.73,144.24,54.66,18.36,19.85,167.23,433,0.7,37,4.7,02-04-24,8725,Unhealthy
USA,Delhi,267.5,50.74,94.65,19.64,4.03,90.81,98,23,95,2.69,07-08-25,3473,Unhealthy
India,Beijing,298.76,110.21,178.87,20.38,12.93,202.9,invalid,-2,85,6.66,2/25/2025,ID_err,123
,Hanoi,225.92,197.54,75.15,128,19.06,12.08,8,-2.7,92,1.97,03-07-24,2316,Moderate
India,Paris,186.3,328.87,111.03,10.26,7.38,54.32,102,13.5,26,4.71,05-06-25,5415,Moderate
Vietnam,Hanoi,34.95,95.7,31.13,88.58,9.87,168.78,264,4.4,wet,16.68,8/18/2023,3988,Unhealthy
Vietnam,HCM,91.26,322.13,35.12,34.1,10.04,61.47,210,11.7,17,7.73,02-01-25,7488,Good
Vietnam,Hanoi,65.18,103.65,116.52,60.6,5.89,170.3,472,hot,wet,12.27,01-08-23,ID_err,Good
Vietnam,Paris,149.06,49,38.63,109.61,NaN,bad,invalid,hot,30,4.27,11-10-25,7546,Moderate
USA,Hanoi,35.05,312.94,50.54,80.91,4.34,38.51,236,-8.6,11,17.39,05-06-23,9642,Unhealthy
France,Beijing,18.99,33.98,141.32,44.65,12.72,bad,41,1.9,52,18.06,10/14/2023,8646,123
France,Beijing,276.17,328.36,71.1,23.8,NaN,29.86,13,17.3,68,4.52,2/27/2025,2318,Unhealthy
India,Beijing,99.61,385.48,error,137.39,16.78,45.76,40,hot,wet,8.11,2/22/2025,8053,Good
USA,Delhi,59.93,231.44,113.07,89.98,15.87,168.69,253,10.6,26,3.9,01-04-25,4003,Good
123,Hanoi,133.72,114.47,87.87,low,17.18,236.95,428,-3.1,39,0.97,7/17/2025,6543,Moderate
Vietnam,Beijing,48.61,319.99,99.04,58.37,19.64,91.07,119,5.4,67,16.02,10/18/2025,1761,Unhealthy
,Delhi,19.73,258.56,176.65,99.76,7.83,152.64,280,33.3,18,1.43,02-11-25,9510,Moderate
USA,Delhi,298.42,284.8,error,89.31,5.69,39.48,359,19.2,63,14.64,03-09-25,7407,Moderate
Vietnam,Beijing,107.31,228.8,185.23,137.53,17.54,116,invalid,38.6,45,fast,04-08-23,7392,Good
China,999,288.08,197.01,20.81,135.34,15.51,89.64,436,18,80,12.43,2/23/2023,5968,Moderate
China,Paris,208.38,353.72,127.51,36.14,9.82,230.37,223,hot,29,0.41,12-11-24,ID_err,Good
Vietnam,HCM,52.12,388.71,186.8,51.74,6.26,66.51,127,34.6,15,14.95,05-11-25,8246,Unhealthy
123,HCM,110.7,312.18,43.92,low,18.51,48.2,151,19.5,21,11.97,12/29/2025,1562,Moderate
China,Delhi,298.06,23.93,68.96,59.96,NaN,120.6,490,5,16,18.03,7/29/2025,4908,Unhealthy
Vietnam,Beijing,202.91,144.19,186.68,118.23,NaN,bad,498,1.9,3,0.03,5/19/2024,ID_err,Moderate
,Beijing,288.74,393.91,74.42,143.72,13.92,137.34,404,hot,63,19.74,4/22/2024,2903,Unhealthy
China,HCM,8.6,250.53,182.25,42.34,9.51,78.99,invalid,17.3,15,3.11,12-05-23,6396,Moderate
India,999,165.42,298.72,130.53,105.85,14.58,83.57,453,15.1,45,16.05,07-11-25,7982,Moderate
India,Paris,130.32,270.96,17.49,44.7,9.99,bad,8,7.2,28,3.91,05-03-24,7432,Moderate
,Paris,247.27,182.42,142.94,low,4.29,195.11,353,-7.2,27,11.55,3/15/2024,6239,Moderate
123,HCM,133.98,360.91,33.41,7.9,0.55,126,29,hot,78,17.06,8/16/2024,6426,Moderate
France,Hanoi,160.43,328.39,error,33.03,0.79,187.09,482,13,67,7.57,7/14/2024,1376,Good
USA,Paris,139.22,280.34,101.11,18.26,19.02,36.45,500,5.3,98,8.49,01-11-25,2793,Good
India,Beijing,160.21,56.5,72.06,105.97,1.62,220.08,41,41.5,7,9.45,11-12-23,2346,Unhealthy
China,Beijing,243.33,34.71,72.29,119.65,NaN,121.96,invalid,-6.8,57,18.59,1/17/2023,3970,Good
,Delhi,286.05,249.15,134.01,69.31,18.84,234.72,405,30.4,84,14.23,12/30/2024,3143,Moderate
Vietnam,HCM,141.86,unknown,33.83,111.23,1.83,193.32,305,-9,97,1.73,5/21/2025,8331,Unhealthy
France,Paris,10.04,146.65,56.48,47.4,NaN,bad,473,40,57,7.77,3/13/2024,7916,Unhealthy
India,,high,73.78,172.19,41.77,17.98,bad,495,36.3,2,1.56,06-12-24,6749,123
123,Paris,120.93,299.13,141.38,30.89,1.74,bad,10,hot,16,fast,06-08-23,5623,Moderate
123,Beijing,220.76,326.59,67.16,52.23,9.36,50.47,358,41.8,25,1.64,05-07-25,6123,Moderate
Vietnam,HCM,high,11.61,error,low,16.35,bad,368,24.8,46,2.83,5/22/2024,7595,Moderate
India,Beijing,high,224.53,87.4,49.41,0.15,72.92,154,-0.2,42,9.36,6/20/2025,4014,Unhealthy
,Hanoi,52.92,76.15,155.5,55.81,13.43,43.51,295,hot,17,3.9,05-11-23,1012,Unhealthy
China,Beijing,264.36,228.23,177.09,111.7,19.97,227.24,invalid,19.1,15,19.05,8/21/2023,3394,Good
,Paris,263.03,59.38,48.11,58.96,16.33,76.87,276,39.2,wet,0.95,12/16/2024,2318,Good
USA,Delhi,35.05,27.93,31.19,92.56,17.08,60.05,450,42.3,wet,19.55,3/24/2024,1473,Good
China,Delhi,270.8,353.36,17.15,low,18.57,52.15,349,0.5,63,fast,3/19/2024,3901,Good
India,Delhi,170.34,392.35,182.37,59.38,17.99,70.26,463,15.6,59,16.24,4/14/2024,8444,Good
China,Delhi,178.96,345.62,error,26.13,11.32,152.91,461,20.4,9,0.49,10/16/2025,4818,Moderate
Vietnam,Hanoi,86.54,176.81,165.55,131.47,NaN,105.93,170,hot,44,fast,03-04-23,9797,Moderate
Vietnam,Delhi,235.82,235.21,181.61,144.95,2.98,169.03,invalid,30.9,80,15.49,6/20/2024,4718,Good
Vietnam,HCM,226.16,372.66,159.05,25.63,17.72,68.84,invalid,25.3,92,7.46,11-01-25,5608,Moderate
India,Hanoi,66.19,232.98,65.82,low,7.7,112.87,96,-2.7,96,fast,1/16/2025,2519,Moderate
China,Beijing,103.62,172.81,11.17,20.93,NaN,78.45,337,43.6,10,16.25,12-10-23,8898,Moderate
India,Hanoi,110.42,203.62,199.48,51.32,0.17,bad,95,7.3,72,8.7,12-04-23,6751,Good
France,,24.76,171.11,error,75.4,10.29,245.46,invalid,-6.3,81,fast,10/17/2023,7150,Good
USA,,282.74,255.55,157.28,11.85,15.23,179.42,459,23.8,56,4.63,8/27/2025,7118,123
China,Beijing,96.72,310.87,14.25,142.31,19.82,116.24,288,hot,91,2.02,4/15/2024,3345,Unhealthy
Vietnam,Beijing,248.8,212.96,65.03,low,8.86,188.88,354,6.1,18,fast,4/22/2024,5812,Unhealthy
China,,81.36,148.53,193.69,40.59,14.24,203.57,207,44.9,90,15.31,01-02-24,5135,Good
,999,166.97,135.46,188.79,29.47,17.28,212.84,176,12.6,92,8.5,5/25/2024,ID_err,Good
USA,Delhi,high,252.1,127.88,67.55,5.66,108.28,454,25.8,70,11.82,11/18/2023,4770,123
France,Paris,134.33,unknown,98.28,77.76,5.82,135.52,11,-3.3,32,fast,8/16/2024,4800,Good
China,Beijing,7.21,127.73,83.63,66.54,3.68,79.11,400,0.1,13,10.25,2/16/2023,5971,Moderate
China,Paris,255.51,167.36,161.99,149.46,12.54,148.33,498,-2.7,14,19.79,11-02-25,1906,123
China,Hanoi,153.58,152.16,120.86,109.34,3.71,219.08,201,24.1,13,fast,11-06-25,5396,Good
India,Delhi,105.95,158.07,72.43,137.55,7.34,bad,306,18.3,71,13.33,6/29/2025,8938,Unhealthy
China,HCM,245.44,271.62,179.94,45.26,1.16,60.29,72,27.2,6,16.57,2/20/2025,1611,Moderate
France,HCM,202.88,37.26,194.36,low,10.21,121.96,297,39.4,61,8.6,12-12-23,3174,Unhealthy
France,999,28.77,115.41,105.36,67.02,3.19,232.13,invalid,16.4,wet,2.22,3/13/2024,5066,Moderate
China,999,197.77,389.95,114.9,3.55,1.9,163.72,57,hot,14,fast,06-01-25,2801,Moderate
China,HCM,257.25,236.6,130.98,49.41,19.1,113.34,450,42.9,83,15.19,06-03-25,5848,Unhealthy
France,Paris,282.71,203.04,177.11,10.42,1.46,bad,462,2.3,wet,7.45,11-10-25,8850,Unhealthy
Vietnam,Delhi,180.28,251.34,113.63,39.93,NaN,196.78,64,17.5,61,3.41,10/19/2023,3033,Good
China,Hanoi,69.89,343.3,error,38.68,18.1,12.22,397,10.6,wet,9.93,7/24/2023,1810,Unhealthy
USA,Beijing,211.91,368.01,128.34,18.5,10.39,46.4,46,hot,87,16.14,6/22/2023,5638,Good
,Hanoi,291.2,341.7,151.73,40.74,3.7,191.98,456,12.9,45,11.08,9/27/2023,6900,Moderate
India,Delhi,268.67,187.84,44.69,147.29,15.04,bad,386,17.1,10,fast,12-08-25,9519,123
,Paris,130.81,unknown,error,125.15,8.1,123.73,438,-7.1,85,15.75,03-12-25,1534,Moderate
Vietnam,HCM,high,320.71,59.23,17.88,NaN,177.28,205,13.1,23,9.14,2/28/2023,6680,Good
India,Paris,55.95,unknown,90.52,88.64,3.39,115.78,427,40.6,28,17.7,9/21/2025,2149,Moderate
Vietnam,Delhi,172.13,44.32,32.93,104.76,14.12,215.12,157,0,79,17.91,03-02-25,2474,123
Vietnam,Hanoi,254.53,unknown,33.37,32.46,14.87,37.99,invalid,25.8,99,1.02,4/25/2024,3312,Moderate
Vietnam,Hanoi,42.35,256.48,error,55.1,10.95,81.83,322,13.1,31,9.48,10-07-24,5248,Unhealthy
China,Delhi,79.31,171.76,181.99,8.3,2.37,193.69,176,hot,48,7.02,01-05-24,ID_err,123
France,Delhi,high,119.17,63.81,88.91,0.3,179.45,invalid,25.9,30,7.25,5/17/2024,8604,Unhealthy
France,Beijing,high,340.32,137.09,61.05,18.94,234.46,305,35,22,fast,11/29/2025,9307,Good
USA,999,101.42,46.83,136.46,low,10.03,bad,451,5.4,93,fast,6/25/2024,2696,Unhealthy
USA,HCM,280.66,319.27,146.32,low,15.63,114.77,132,31.2,64,5.21,2/22/2025,6556,Good
India,Hanoi,273.57,unknown,53.23,85.52,NaN,173.38,invalid,7.7,94,18.57,09-04-23,1633,123
Vietnam,Hanoi,197.03,unknown,error,16.65,NaN,130.46,379,32.2,wet,15.21,08-10-24,1946,Moderate
,Hanoi,202.47,22.02,150.18,24.27,3.57,66.02,46,-3.6,wet,7.98,04-02-24,8882,Unhealthy
Vietnam,Hanoi,104.95,373.78,error,11.78,15.21,82.71,invalid,hot,18,8.62,09-02-23,ID_err,Unhealthy
,Delhi,214.79,259.26,37.52,99.76,9.95,113.91,97,14.5,62,4.34,11/20/2024,ID_err,Good
USA,HCM,290.78,347.47,183.91,50.83,8.3,180.67,153,14.5,35,fast,6/23/2025,8311,Moderate
China,Paris,264.28,108.78,error,127.12,NaN,226.32,180,14.3,44,fast,10/27/2024,ID_err,Good
India,Paris,287.02,309.54,error,132.67,9.29,bad,291,-0.9,48,fast,1/13/2024,ID_err,Unhealthy
China,Paris,29.89,256.84,27.14,30.21,17.31,182.03,428,33.1,22,11.99,5/15/2023,7907,Moderate
,Paris,211.23,85.97,140.19,83.25,6.24,90.68,5,20.4,58,6.86,9/18/2025,5685,Moderate
India,HCM,118.28,230.02,85.41,low,15.34,104.35,318,-0.6,50,2.52,4/14/2025,5049,123
France,HCM,179.12,338.46,179.02,low,8.13,159.14,419,hot,wet,8.55,12/27/2024,ID_err,Unhealthy
Vietnam,Paris,high,56.91,67.69,24.37,18.4,bad,475,17.5,79,fast,3/19/2024,ID_err,123
China,HCM,92.52,69.4,66.9,36.5,7.34,161.13,82,36.3,51,1.03,7/25/2023,9749,Good
France,,297.23,301.85,153.2,75.94,7.77,bad,196,9.9,45,0.51,5/20/2023,ID_err,123
India,HCM,293.74,120.16,116.03,18.88,13.42,bad,177,37,24,12.66,5/31/2023,3002,Good
,Paris,157.1,141.04,21.68,45.05,2.39,75.48,257,0.6,96,10.25,12-04-23,7418,Unhealthy
France,Hanoi,78.67,35.76,53.36,27.1,8.97,101.28,417,11,39,1.01,6/25/2023,2132,Unhealthy
